flow,reporter,year,indicator,indicator_name,mode,value_musd
import,India,2017,SOXSW,Total Services,Mode 2,16796.684
import,India,2018,SOXSW,Total Services,Mode 2,19842.814
import,India,2019,SOXSW,Total Services,Mode 2,21498.401
import,India,2020,SOXSW,Total Services,Mode 2,12943.786
import,India,2021,SOXSW,Total Services,Mode 2,15092.831
import,India,2022,SOXSW,Total Services,Mode 2,24731.671
import,India,2005,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2006,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2007,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2008,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2009,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2010,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2011,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2012,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2013,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2014,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2015,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2016,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2017,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2018,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2019,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2020,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2021,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2022,SW,Trade margins of wholesalers and retailers,Mode 2,0.0
import,India,2005,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2006,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2007,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2008,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2009,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2010,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2011,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2012,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2013,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2014,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2015,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2016,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2017,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2018,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2019,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2020,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2021,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2022,SWSJ34,Trade-related services (Distribution),Mode 2,0.0
import,India,2005,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2006,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2007,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2008,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2009,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2010,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2011,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2012,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2013,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2014,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2015,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2016,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2017,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2018,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2019,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2020,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2021,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2022,SA,Manufacturing services on physical inputs owned by others,Mode 3,0.0
import,India,2005,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2006,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2007,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2008,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2009,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2010,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2011,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2012,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2013,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2014,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2015,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2016,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2017,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2018,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2019,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2020,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2021,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2022,SB,Maintenance and repair services not included elsewhere,Mode 3,0.0
import,India,2005,SC,Transport,Mode 3,23.979
import,India,2006,SC,Transport,Mode 3,28.894
import,India,2007,SC,Transport,Mode 3,36.928
import,India,2008,SC,Transport,Mode 3,41.833
import,India,2009,SC,Transport,Mode 3,0.0
import,India,2010,SC,Transport,Mode 3,0.0
import,India,2011,SC,Transport,Mode 3,0.0
import,India,2012,SC,Transport,Mode 3,0.0
import,India,2013,SC,Transport,Mode 3,0.0
import,India,2014,SC,Transport,Mode 3,0.0
import,India,2015,SC,Transport,Mode 3,0.0
import,India,2016,SC,Transport,Mode 3,0.0
import,India,2017,SC,Transport,Mode 3,0.0
import,India,2018,SC,Transport,Mode 3,0.0
import,India,2019,SC,Transport,Mode 3,0.0
import,India,2020,SC,Transport,Mode 3,0.0
import,India,2021,SC,Transport,Mode 3,0.0
import,India,2022,SC,Transport,Mode 3,0.0
import,India,2005,SC1,Sea transport,Mode 3,0.0
import,India,2006,SC1,Sea transport,Mode 3,0.0
import,India,2007,SC1,Sea transport,Mode 3,0.0
import,India,2008,SC1,Sea transport,Mode 3,0.0
import,India,2009,SC1,Sea transport,Mode 3,0.0
import,India,2010,SC1,Sea transport,Mode 3,0.0
import,India,2011,SC1,Sea transport,Mode 3,0.0
import,India,2012,SC1,Sea transport,Mode 3,0.0
import,India,2013,SC1,Sea transport,Mode 3,0.0
import,India,2014,SC1,Sea transport,Mode 3,0.0
import,India,2015,SC1,Sea transport,Mode 3,0.0
import,India,2016,SC1,Sea transport,Mode 3,0.0
import,India,2017,SC1,Sea transport,Mode 3,0.0
import,India,2018,SC1,Sea transport,Mode 3,0.0
import,India,2019,SC1,Sea transport,Mode 3,0.0
import,India,2020,SC1,Sea transport,Mode 3,0.0
import,India,2021,SC1,Sea transport,Mode 3,0.0
import,India,2022,SC1,Sea transport,Mode 3,0.0
import,India,2005,SC11,Passenger (Sea),Mode 3,0.0
import,India,2006,SC11,Passenger (Sea),Mode 3,0.0
import,India,2007,SC11,Passenger (Sea),Mode 3,0.0
import,India,2008,SC11,Passenger (Sea),Mode 3,0.0
import,India,2009,SC11,Passenger (Sea),Mode 3,0.0
import,India,2010,SC11,Passenger (Sea),Mode 3,0.0
import,India,2011,SC11,Passenger (Sea),Mode 3,0.0
import,India,2012,SC11,Passenger (Sea),Mode 3,0.0
import,India,2013,SC11,Passenger (Sea),Mode 3,0.0
import,India,2014,SC11,Passenger (Sea),Mode 3,0.0
import,India,2015,SC11,Passenger (Sea),Mode 3,0.0
import,India,2016,SC11,Passenger (Sea),Mode 3,0.0
import,India,2017,SC11,Passenger (Sea),Mode 3,0.0
import,India,2018,SC11,Passenger (Sea),Mode 3,0.0
import,India,2019,SC11,Passenger (Sea),Mode 3,0.0
import,India,2020,SC11,Passenger (Sea),Mode 3,0.0
import,India,2021,SC11,Passenger (Sea),Mode 3,0.0
import,India,2022,SC11,Passenger (Sea),Mode 3,0.0
import,India,2005,SC12,Freight  (Sea),Mode 3,0.0
import,India,2006,SC12,Freight  (Sea),Mode 3,0.0
import,India,2007,SC12,Freight  (Sea),Mode 3,0.0
import,India,2008,SC12,Freight  (Sea),Mode 3,0.0
import,India,2009,SC12,Freight  (Sea),Mode 3,0.0
import,India,2010,SC12,Freight  (Sea),Mode 3,0.0
import,India,2011,SC12,Freight  (Sea),Mode 3,0.0
import,India,2012,SC12,Freight  (Sea),Mode 3,0.0
import,India,2013,SC12,Freight  (Sea),Mode 3,0.0
import,India,2014,SC12,Freight  (Sea),Mode 3,0.0
import,India,2015,SC12,Freight  (Sea),Mode 3,0.0
import,India,2016,SC12,Freight  (Sea),Mode 3,0.0
import,India,2017,SC12,Freight  (Sea),Mode 3,0.0
import,India,2018,SC12,Freight  (Sea),Mode 3,0.0
import,India,2019,SC12,Freight  (Sea),Mode 3,0.0
import,India,2020,SC12,Freight  (Sea),Mode 3,0.0
import,India,2021,SC12,Freight  (Sea),Mode 3,0.0
import,India,2022,SC12,Freight  (Sea),Mode 3,0.0
import,India,2005,SC13,Other  (Sea),Mode 3,0.0
import,India,2006,SC13,Other  (Sea),Mode 3,0.0
import,India,2007,SC13,Other  (Sea),Mode 3,0.0
import,India,2008,SC13,Other  (Sea),Mode 3,0.0
import,India,2009,SC13,Other  (Sea),Mode 3,0.0
import,India,2010,SC13,Other  (Sea),Mode 3,0.0
import,India,2011,SC13,Other  (Sea),Mode 3,0.0
import,India,2012,SC13,Other  (Sea),Mode 3,0.0
import,India,2013,SC13,Other  (Sea),Mode 3,0.0
import,India,2014,SC13,Other  (Sea),Mode 3,0.0
import,India,2015,SC13,Other  (Sea),Mode 3,0.0
import,India,2016,SC13,Other  (Sea),Mode 3,0.0
import,India,2017,SC13,Other  (Sea),Mode 3,0.0
import,India,2018,SC13,Other  (Sea),Mode 3,0.0
import,India,2019,SC13,Other  (Sea),Mode 3,0.0
import,India,2020,SC13,Other  (Sea),Mode 3,0.0
import,India,2021,SC13,Other  (Sea),Mode 3,0.0
import,India,2022,SC13,Other  (Sea),Mode 3,0.0
import,India,2005,SC2,Air transport,Mode 3,0.0
import,India,2006,SC2,Air transport,Mode 3,0.0
import,India,2007,SC2,Air transport,Mode 3,0.0
import,India,2008,SC2,Air transport,Mode 3,0.0
import,India,2009,SC2,Air transport,Mode 3,0.0
import,India,2010,SC2,Air transport,Mode 3,0.0
import,India,2011,SC2,Air transport,Mode 3,0.0
import,India,2012,SC2,Air transport,Mode 3,0.0
import,India,2013,SC2,Air transport,Mode 3,0.0
import,India,2014,SC2,Air transport,Mode 3,0.0
import,India,2015,SC2,Air transport,Mode 3,0.0
import,India,2016,SC2,Air transport,Mode 3,0.0
import,India,2017,SC2,Air transport,Mode 3,0.0
import,India,2018,SC2,Air transport,Mode 3,0.0
import,India,2019,SC2,Air transport,Mode 3,0.0
import,India,2020,SC2,Air transport,Mode 3,0.0
import,India,2021,SC2,Air transport,Mode 3,0.0
import,India,2022,SC2,Air transport,Mode 3,0.0
import,India,2005,SC21,Passenger (Air),Mode 3,0.0
import,India,2006,SC21,Passenger (Air),Mode 3,0.0
import,India,2007,SC21,Passenger (Air),Mode 3,0.0
import,India,2008,SC21,Passenger (Air),Mode 3,0.0
import,India,2009,SC21,Passenger (Air),Mode 3,0.0
import,India,2010,SC21,Passenger (Air),Mode 3,0.0
import,India,2011,SC21,Passenger (Air),Mode 3,0.0
import,India,2012,SC21,Passenger (Air),Mode 3,0.0
import,India,2013,SC21,Passenger (Air),Mode 3,0.0
import,India,2014,SC21,Passenger (Air),Mode 3,0.0
import,India,2015,SC21,Passenger (Air),Mode 3,0.0
import,India,2016,SC21,Passenger (Air),Mode 3,0.0
import,India,2017,SC21,Passenger (Air),Mode 3,0.0
import,India,2018,SC21,Passenger (Air),Mode 3,0.0
import,India,2019,SC21,Passenger (Air),Mode 3,0.0
import,India,2020,SC21,Passenger (Air),Mode 3,0.0
import,India,2021,SC21,Passenger (Air),Mode 3,0.0
import,India,2022,SC21,Passenger (Air),Mode 3,0.0
import,India,2005,SC22,Freight (Air),Mode 3,0.0
import,India,2006,SC22,Freight (Air),Mode 3,0.0
import,India,2007,SC22,Freight (Air),Mode 3,0.0
import,India,2008,SC22,Freight (Air),Mode 3,0.0
import,India,2009,SC22,Freight (Air),Mode 3,0.0
import,India,2010,SC22,Freight (Air),Mode 3,0.0
import,India,2011,SC22,Freight (Air),Mode 3,0.0
import,India,2012,SC22,Freight (Air),Mode 3,0.0
import,India,2013,SC22,Freight (Air),Mode 3,0.0
import,India,2014,SC22,Freight (Air),Mode 3,0.0
import,India,2015,SC22,Freight (Air),Mode 3,0.0
import,India,2016,SC22,Freight (Air),Mode 3,0.0
import,India,2017,SC22,Freight (Air),Mode 3,0.0
import,India,2018,SC22,Freight (Air),Mode 3,0.0
import,India,2019,SC22,Freight (Air),Mode 3,0.0
import,India,2020,SC22,Freight (Air),Mode 3,0.0
import,India,2021,SC22,Freight (Air),Mode 3,0.0
import,India,2022,SC22,Freight (Air),Mode 3,0.0
import,India,2005,SC23,Other (Air),Mode 3,0.0
import,India,2006,SC23,Other (Air),Mode 3,0.0
import,India,2007,SC23,Other (Air),Mode 3,0.0
import,India,2008,SC23,Other (Air),Mode 3,0.0
import,India,2009,SC23,Other (Air),Mode 3,0.0
import,India,2010,SC23,Other (Air),Mode 3,0.0
import,India,2011,SC23,Other (Air),Mode 3,0.0
import,India,2012,SC23,Other (Air),Mode 3,0.0
import,India,2013,SC23,Other (Air),Mode 3,0.0
import,India,2014,SC23,Other (Air),Mode 3,0.0
import,India,2015,SC23,Other (Air),Mode 3,0.0
import,India,2016,SC23,Other (Air),Mode 3,0.0
import,India,2017,SC23,Other (Air),Mode 3,0.0
import,India,2018,SC23,Other (Air),Mode 3,0.0
import,India,2019,SC23,Other (Air),Mode 3,0.0
import,India,2020,SC23,Other (Air),Mode 3,0.0
import,India,2021,SC23,Other (Air),Mode 3,0.0
import,India,2022,SC23,Other (Air),Mode 3,0.0
import,India,2005,SC3,Other transport,Mode 3,0.0
import,India,2006,SC3,Other transport,Mode 3,0.0
import,India,2007,SC3,Other transport,Mode 3,0.0
import,India,2008,SC3,Other transport,Mode 3,0.0
import,India,2009,SC3,Other transport,Mode 3,0.0
import,India,2010,SC3,Other transport,Mode 3,0.0
import,India,2011,SC3,Other transport,Mode 3,0.0
import,India,2012,SC3,Other transport,Mode 3,0.0
import,India,2013,SC3,Other transport,Mode 3,0.0
import,India,2014,SC3,Other transport,Mode 3,0.0
import,India,2015,SC3,Other transport,Mode 3,0.0
import,India,2016,SC3,Other transport,Mode 3,0.0
import,India,2017,SC3,Other transport,Mode 3,0.0
import,India,2018,SC3,Other transport,Mode 3,0.0
import,India,2019,SC3,Other transport,Mode 3,0.0
import,India,2020,SC3,Other transport,Mode 3,0.0
import,India,2021,SC3,Other transport,Mode 3,0.0
import,India,2022,SC3,Other transport,Mode 3,0.0
import,India,2005,SC31,Passenger (Other),Mode 3,0.0
import,India,2006,SC31,Passenger (Other),Mode 3,0.0
import,India,2007,SC31,Passenger (Other),Mode 3,0.0
import,India,2008,SC31,Passenger (Other),Mode 3,0.0
import,India,2009,SC31,Passenger (Other),Mode 3,0.0
import,India,2010,SC31,Passenger (Other),Mode 3,0.0
import,India,2011,SC31,Passenger (Other),Mode 3,0.0
import,India,2012,SC31,Passenger (Other),Mode 3,0.0
import,India,2013,SC31,Passenger (Other),Mode 3,0.0
import,India,2014,SC31,Passenger (Other),Mode 3,0.0
import,India,2015,SC31,Passenger (Other),Mode 3,0.0
import,India,2016,SC31,Passenger (Other),Mode 3,0.0
import,India,2017,SC31,Passenger (Other),Mode 3,0.0
import,India,2018,SC31,Passenger (Other),Mode 3,0.0
import,India,2019,SC31,Passenger (Other),Mode 3,0.0
import,India,2020,SC31,Passenger (Other),Mode 3,0.0
import,India,2021,SC31,Passenger (Other),Mode 3,0.0
import,India,2022,SC31,Passenger (Other),Mode 3,0.0
import,India,2005,SC32,Freight (Other),Mode 3,0.0
import,India,2006,SC32,Freight (Other),Mode 3,0.0
import,India,2007,SC32,Freight (Other),Mode 3,0.0
import,India,2008,SC32,Freight (Other),Mode 3,0.0
import,India,2009,SC32,Freight (Other),Mode 3,0.0
import,India,2010,SC32,Freight (Other),Mode 3,0.0
import,India,2011,SC32,Freight (Other),Mode 3,0.0
import,India,2012,SC32,Freight (Other),Mode 3,0.0
import,India,2013,SC32,Freight (Other),Mode 3,0.0
import,India,2014,SC32,Freight (Other),Mode 3,0.0
import,India,2015,SC32,Freight (Other),Mode 3,0.0
import,India,2016,SC32,Freight (Other),Mode 3,0.0
import,India,2017,SC32,Freight (Other),Mode 3,0.0
import,India,2018,SC32,Freight (Other),Mode 3,0.0
import,India,2019,SC32,Freight (Other),Mode 3,0.0
import,India,2020,SC32,Freight (Other),Mode 3,0.0
import,India,2021,SC32,Freight (Other),Mode 3,0.0
import,India,2022,SC32,Freight (Other),Mode 3,0.0
import,India,2005,SC33,Other (Other),Mode 3,0.0
import,India,2006,SC33,Other (Other),Mode 3,0.0
import,India,2007,SC33,Other (Other),Mode 3,0.0
import,India,2008,SC33,Other (Other),Mode 3,0.0
import,India,2009,SC33,Other (Other),Mode 3,0.0
import,India,2010,SC33,Other (Other),Mode 3,0.0
import,India,2011,SC33,Other (Other),Mode 3,0.0
import,India,2012,SC33,Other (Other),Mode 3,0.0
import,India,2013,SC33,Other (Other),Mode 3,0.0
import,India,2014,SC33,Other (Other),Mode 3,0.0
import,India,2015,SC33,Other (Other),Mode 3,0.0
import,India,2016,SC33,Other (Other),Mode 3,0.0
import,India,2017,SC33,Other (Other),Mode 3,0.0
import,India,2018,SC33,Other (Other),Mode 3,0.0
import,India,2019,SC33,Other (Other),Mode 3,0.0
import,India,2020,SC33,Other (Other),Mode 3,0.0
import,India,2021,SC33,Other (Other),Mode 3,0.0
import,India,2022,SC33,Other (Other),Mode 3,0.0
import,India,2005,SC4,Postal and courier services,Mode 3,0.0
import,India,2006,SC4,Postal and courier services,Mode 3,0.0
import,India,2007,SC4,Postal and courier services,Mode 3,0.0
import,India,2008,SC4,Postal and courier services,Mode 3,0.0
import,India,2009,SC4,Postal and courier services,Mode 3,0.0
import,India,2010,SC4,Postal and courier services,Mode 3,0.0
import,India,2011,SC4,Postal and courier services,Mode 3,0.0
import,India,2012,SC4,Postal and courier services,Mode 3,0.0
import,India,2013,SC4,Postal and courier services,Mode 3,0.0
import,India,2014,SC4,Postal and courier services,Mode 3,0.0
import,India,2015,SC4,Postal and courier services,Mode 3,0.0
import,India,2016,SC4,Postal and courier services,Mode 3,0.0
import,India,2017,SC4,Postal and courier services,Mode 3,0.0
import,India,2018,SC4,Postal and courier services,Mode 3,0.0
import,India,2019,SC4,Postal and courier services,Mode 3,0.0
import,India,2020,SC4,Postal and courier services,Mode 3,0.0
import,India,2021,SC4,Postal and courier services,Mode 3,0.0
import,India,2022,SC4,Postal and courier services,Mode 3,0.0
import,India,2005,SDA,Business travel,Mode 3,0.0
import,India,2006,SDA,Business travel,Mode 3,0.0
import,India,2007,SDA,Business travel,Mode 3,0.0
import,India,2008,SDA,Business travel,Mode 3,0.0
import,India,2009,SDA,Business travel,Mode 3,0.0
import,India,2010,SDA,Business travel,Mode 3,0.0
import,India,2011,SDA,Business travel,Mode 3,0.0
import,India,2012,SDA,Business travel,Mode 3,0.0
import,India,2013,SDA,Business travel,Mode 3,0.0
import,India,2014,SDA,Business travel,Mode 3,0.0
import,India,2015,SDA,Business travel,Mode 3,0.0
import,India,2016,SDA,Business travel,Mode 3,0.0
import,India,2017,SDA,Business travel,Mode 3,0.0
import,India,2018,SDA,Business travel,Mode 3,0.0
import,India,2019,SDA,Business travel,Mode 3,0.0
import,India,2020,SDA,Business travel,Mode 3,0.0
import,India,2021,SDA,Business travel,Mode 3,0.0
import,India,2022,SDA,Business travel,Mode 3,0.0
import,India,2005,SDASDB3,Tourism and business travel,Mode 3,1.74
import,India,2006,SDASDB3,Tourism and business travel,Mode 3,2.13
import,India,2007,SDASDB3,Tourism and business travel,Mode 3,2.44
import,India,2008,SDASDB3,Tourism and business travel,Mode 3,2.136
import,India,2009,SDASDB3,Tourism and business travel,Mode 3,2.071
import,India,2010,SDASDB3,Tourism and business travel,Mode 3,2.8
import,India,2011,SDASDB3,Tourism and business travel,Mode 3,2.793
import,India,2012,SDASDB3,Tourism and business travel,Mode 3,3.009
import,India,2013,SDASDB3,Tourism and business travel,Mode 3,2.938
import,India,2014,SDASDB3,Tourism and business travel,Mode 3,3.089
import,India,2015,SDASDB3,Tourism and business travel,Mode 3,3.362
import,India,2016,SDASDB3,Tourism and business travel,Mode 3,3.7
import,India,2017,SDASDB3,Tourism and business travel,Mode 3,4.434
import,India,2018,SDASDB3,Tourism and business travel,Mode 3,4.816
import,India,2019,SDASDB3,Tourism and business travel,Mode 3,5.07
import,India,2020,SDASDB3,Tourism and business travel,Mode 3,2.108
import,India,2021,SDASDB3,Tourism and business travel,Mode 3,4.155
import,India,2022,SDASDB3,Tourism and business travel,Mode 3,4.888
import,India,2005,SDB1,Health-related travel,Mode 3,0.0
import,India,2006,SDB1,Health-related travel,Mode 3,0.0
import,India,2007,SDB1,Health-related travel,Mode 3,0.0
import,India,2008,SDB1,Health-related travel,Mode 3,0.0
import,India,2009,SDB1,Health-related travel,Mode 3,0.0
import,India,2010,SDB1,Health-related travel,Mode 3,0.0
import,India,2011,SDB1,Health-related travel,Mode 3,0.0
import,India,2012,SDB1,Health-related travel,Mode 3,0.0
import,India,2013,SDB1,Health-related travel,Mode 3,0.0
import,India,2014,SDB1,Health-related travel,Mode 3,0.0
import,India,2015,SDB1,Health-related travel,Mode 3,0.0
import,India,2016,SDB1,Health-related travel,Mode 3,0.0
import,India,2017,SDB1,Health-related travel,Mode 3,0.0
import,India,2018,SDB1,Health-related travel,Mode 3,0.0
import,India,2019,SDB1,Health-related travel,Mode 3,0.0
import,India,2020,SDB1,Health-related travel,Mode 3,0.0
import,India,2021,SDB1,Health-related travel,Mode 3,0.0
import,India,2022,SDB1,Health-related travel,Mode 3,0.0
import,India,2005,SDB1SK21,Health services,Mode 3,1.608
import,India,2006,SDB1SK21,Health services,Mode 3,2.532
import,India,2007,SDB1SK21,Health services,Mode 3,5.659
import,India,2008,SDB1SK21,Health services,Mode 3,7.417
import,India,2009,SDB1SK21,Health services,Mode 3,9.763
import,India,2010,SDB1SK21,Health services,Mode 3,22.414
import,India,2011,SDB1SK21,Health services,Mode 3,20.432
import,India,2012,SDB1SK21,Health services,Mode 3,19.058
import,India,2013,SDB1SK21,Health services,Mode 3,18.994
import,India,2014,SDB1SK21,Health services,Mode 3,29.253
import,India,2015,SDB1SK21,Health services,Mode 3,61.423
import,India,2016,SDB1SK21,Health services,Mode 3,66.781
import,India,2017,SDB1SK21,Health services,Mode 3,85.007
import,India,2018,SDB1SK21,Health services,Mode 3,104.325
import,India,2019,SDB1SK21,Health services,Mode 3,119.97
import,India,2020,SDB1SK21,Health services,Mode 3,115.525
import,India,2021,SDB1SK21,Health services,Mode 3,119.654
import,India,2022,SDB1SK21,Health services,Mode 3,158.259
import,India,2005,SDB2,Education-related travel,Mode 3,0.0
import,India,2006,SDB2,Education-related travel,Mode 3,0.0
import,India,2007,SDB2,Education-related travel,Mode 3,0.0
import,India,2008,SDB2,Education-related travel,Mode 3,0.0
import,India,2009,SDB2,Education-related travel,Mode 3,0.0
import,India,2010,SDB2,Education-related travel,Mode 3,0.0
import,India,2011,SDB2,Education-related travel,Mode 3,0.0
import,India,2012,SDB2,Education-related travel,Mode 3,0.0
import,India,2013,SDB2,Education-related travel,Mode 3,0.0
import,India,2014,SDB2,Education-related travel,Mode 3,0.0
import,India,2015,SDB2,Education-related travel,Mode 3,0.0
import,India,2016,SDB2,Education-related travel,Mode 3,0.0
import,India,2017,SDB2,Education-related travel,Mode 3,0.0
import,India,2018,SDB2,Education-related travel,Mode 3,0.0
import,India,2019,SDB2,Education-related travel,Mode 3,0.0
import,India,2020,SDB2,Education-related travel,Mode 3,0.0
import,India,2021,SDB2,Education-related travel,Mode 3,0.0
import,India,2022,SDB2,Education-related travel,Mode 3,0.0
import,India,2005,SDB2SK22,Education services,Mode 3,20.211
import,India,2006,SDB2SK22,Education services,Mode 3,29.713
import,India,2007,SDB2SK22,Education services,Mode 3,55.376
import,India,2008,SDB2SK22,Education services,Mode 3,70.633
import,India,2009,SDB2SK22,Education services,Mode 3,62.327
import,India,2010,SDB2SK22,Education services,Mode 3,51.005
import,India,2011,SDB2SK22,Education services,Mode 3,40.085
import,India,2012,SDB2SK22,Education services,Mode 3,51.817
import,India,2013,SDB2SK22,Education services,Mode 3,55.365
import,India,2014,SDB2SK22,Education services,Mode 3,91.2
import,India,2015,SDB2SK22,Education services,Mode 3,81.512
import,India,2016,SDB2SK22,Education services,Mode 3,114.9
import,India,2017,SDB2SK22,Education services,Mode 3,222.368
import,India,2018,SDB2SK22,Education services,Mode 3,246.666
import,India,2019,SDB2SK22,Education services,Mode 3,260.744
import,India,2020,SDB2SK22,Education services,Mode 3,226.683
import,India,2021,SDB2SK22,Education services,Mode 3,261.53
import,India,2022,SDB2SK22,Education services,Mode 3,264.846
import,India,2005,SDB3,Other personal travel,Mode 3,0.0
import,India,2006,SDB3,Other personal travel,Mode 3,0.0
import,India,2007,SDB3,Other personal travel,Mode 3,0.0
import,India,2008,SDB3,Other personal travel,Mode 3,0.0
import,India,2009,SDB3,Other personal travel,Mode 3,0.0
import,India,2010,SDB3,Other personal travel,Mode 3,0.0
import,India,2011,SDB3,Other personal travel,Mode 3,0.0
import,India,2012,SDB3,Other personal travel,Mode 3,0.0
import,India,2013,SDB3,Other personal travel,Mode 3,0.0
import,India,2014,SDB3,Other personal travel,Mode 3,0.0
import,India,2015,SDB3,Other personal travel,Mode 3,0.0
import,India,2016,SDB3,Other personal travel,Mode 3,0.0
import,India,2017,SDB3,Other personal travel,Mode 3,0.0
import,India,2018,SDB3,Other personal travel,Mode 3,0.0
import,India,2019,SDB3,Other personal travel,Mode 3,0.0
import,India,2020,SDB3,Other personal travel,Mode 3,0.0
import,India,2021,SDB3,Other personal travel,Mode 3,0.0
import,India,2022,SDB3,Other personal travel,Mode 3,0.0
import,India,2005,SE,Construction,Mode 3,306.783
import,India,2006,SE,Construction,Mode 3,404.171
import,India,2007,SE,Construction,Mode 3,373.863
import,India,2008,SE,Construction,Mode 3,362.814
import,India,2009,SE,Construction,Mode 3,1058.993
import,India,2010,SE,Construction,Mode 3,1601.009
import,India,2011,SE,Construction,Mode 3,2146.916
import,India,2012,SE,Construction,Mode 3,2368.456
import,India,2013,SE,Construction,Mode 3,2123.491
import,India,2014,SE,Construction,Mode 3,2393.354
import,India,2015,SE,Construction,Mode 3,2905.361
import,India,2016,SE,Construction,Mode 3,2854.418
import,India,2017,SE,Construction,Mode 3,3478.49
import,India,2018,SE,Construction,Mode 3,3226.608
import,India,2019,SE,Construction,Mode 3,2861.757
import,India,2020,SE,Construction,Mode 3,2505.545
import,India,2021,SE,Construction,Mode 3,2395.736
import,India,2022,SE,Construction,Mode 3,2700.143
import,India,2005,SF,Insurance and pension services,Mode 3,0.0
